name,pricing/rate/amount,address,location/lat,location/lng,url
Lindsay's Greenhouse at Finca Victoria,234,"Vieques, Puerto Rico",18.11505392482899,-65.49660617,https://www.airbnb.com/rooms/912320086308000400
Tres Sirenas Boutique Hotel Oceanfront Studio,219,"Rincon, Rincón, Puerto Rico",18.33,-67.252,https://www.airbnb.com/rooms/47596018
Island Living: Beachfront Ocean View,196,"Carolina, Puerto Rico",18.44382,-66.02517,https://www.airbnb.com/rooms/17961884
La Casita de la plaza - Full Coverage Generator,351,"San Juan, Puerto Rico",18.44967,-66.07025,https://www.airbnb.com/rooms/44862709
Spacious Beach/Golf Villa - Cluster 2 Rio Mar,350,"Río Grande, Puerto Rico",18.3871,-65.76353,https://www.airbnb.com/rooms/48868296
"Villa Despacito, Modern, Ocean View w/Private Pool",228,"Camuy, Puerto Rico",18.48901,-66.87743,https://www.airbnb.com/rooms/25669089
Flamenco Beach 2BDR Oceanfront Pool Parking,225,"Carolina, Puerto Rico",18.443,-66.021,https://www.airbnb.com/rooms/714050
Casa Valentina,200,"Rincon, Puerto Rico",18.34548,-67.2348,https://www.airbnb.com/rooms/48108785
3/2 beach access.  Dream views.,229,"Carolina, Puerto Rico",18.44253,-66.02367,https://www.airbnb.com/rooms/16240628
Casa Tesoro-pool home. Walk to beaches/restaurants,240,"Vieques, Puerto Rico",18.09903,-65.47637,https://www.airbnb.com/rooms/52904754
La Casita 8 min from airport 10 min from the Ocean,35,"Carolina, Puerto Rico",18.42907,-65.9775,https://www.airbnb.com/rooms/34013641
DREAMCATCHER by DW - Vegetarian Yoga & Beach Oasis,199,"San Juan, Puerto Rico",18.454,-66.054,https://www.airbnb.com/rooms/35300290
III - Comfortable Studio in great LOCATION,39,"Carolina, Puerto Rico",18.44108,-66.01653,https://www.airbnb.com/rooms/52798299
One Bedroom Oceanfront San Juan Condominium,200,"San Juan, Puerto Rico",18.45803,-66.07096,https://www.airbnb.com/rooms/26951709
Yarianna's Beach House,222,"Aguadilla Pueblo, Aguadilla, Puerto Rico",18.441,-67.157,https://www.airbnb.com/rooms/17358710
LUXURY/ SPACIOUS /AT THE BEACH + POOL 2/2-CONDADO,290,"Condado, PR, Puerto Rico",18.456,-66.064,https://www.airbnb.com/rooms/14650650
cuarto acogedor en la ciudad,45,"San Juan, Puerto Rico",18.45453,-66.08689,https://www.airbnb.com/rooms/15664269
Casa Dani Spectacular|Modern|New 2 bed|2 bath,204,"Carolina, Puerto Rico",18.44406,-66.02317,https://www.airbnb.com/rooms/51269902
At The Waves - Oceanfront -Upper 2 beds/2 baths,325,"Vieques, Puerto Rico",18.15846,-65.43308,https://www.airbnb.com/rooms/31067492
WATER SPORTS PARADISE 1,233,"Isabella, Puerto Rico",18.51252,-67.1031,https://www.airbnb.com/rooms/24806633
"Villa Bonet-Jacuzzi, pool, steps to beach for 2",225,"Rincon, Rincón, Puerto Rico",18.34504,-67.25853,https://www.airbnb.com/rooms/45977893
Stunning Ocean Front Resort Villa at las Casitas.,220,"Fajardo, PR, Puerto Rico",18.35881,-65.62912,https://www.airbnb.com/rooms/49568071
14th Floor 1BR ON Beach w/Parking @ ESJ ISLA VERDE,209,"Carolina, Puerto Rico",18.44369,-66.01789,https://www.airbnb.com/rooms/38701600
"Two Bedroom Apartment with Two Terraces, Close to Beach",199,"San Juan, Puerto Rico",18.45,-66.059,https://www.airbnb.com/rooms/23842445
��NEW~REMODELED~OCEAN FRONT~Best Location Pool.Pkg,212,"Carolina, Puerto Rico",18.443,-66.021,https://www.airbnb.com/rooms/30451902
Amazing Ocean View Apt.  Marbella del Caribe 62496,219,"Carolina, Puerto Rico",18.44361,-66.02496,https://www.airbnb.com/rooms/18462496
3bd apartment at Condado Beach + balcony & parking,226,"San Juan, Puerto Rico",18.45392,-66.06846,https://www.airbnb.com/rooms/38475129
Surfside Luxury Beach Front Villa with Ocean View,200,"Palmas del Mar, Humacao, Puerto Rico",18.08574,-65.79645,https://www.airbnb.com/rooms/47953487
#15 Atlántico Azul Porch entrance!,39,"Aguadilla Pueblo, Puerto Rico",18.4239,-67.15464,https://www.airbnb.com/rooms/43738273
Aguayo by the Sea - Beach Front Villa (Vieques),275,"Vieques, Puerto Rico",18.13672,-65.48635,https://www.airbnb.com/rooms/33368897
Isla Verde Ocean Front Oasis,197,"Carolina, Puerto Rico",18.44299,-66.02379,https://www.airbnb.com/rooms/23450978
Gorgeous Ocean Front Villa. Steps to the beach,200,"Dorado, Puerto Rico",18.47902,-66.27224,https://www.airbnb.com/rooms/32338827
Pica Flor's Nest,299,"Culebra, Puerto Rico",18.31262,-65.31112,https://www.airbnb.com/rooms/28739444
Very nice centric apt steps from beach super promo,298,"San Juan, Puerto Rico",18.453,-66.063,https://www.airbnb.com/rooms/27466385
Brand New Villa Castellón 4BD 2BR w/ private Pool,235,"Carolina, Puerto Rico",18.427062254609474,-65.98118826,https://www.airbnb.com/rooms/936362664710790900
"Walking Distance to the Beach,Private Pool,Rincón.",316,"Rincon, Rincón, Puerto Rico",18.34428,-67.25597,https://www.airbnb.com/rooms/35094374
La Palma de la 220 Carolina,45,"Carolina, Puerto Rico",18.41502,-65.98821,https://www.airbnb.com/rooms/43779436
2BR Pent - Spectacular Ocean Viiew/Pool/Walk2Beach,220,"Vieques, Puerto Rico",18.157,-65.422,https://www.airbnb.com/rooms/13016180
Modern 3 Bedroom Ocean View Condo at Solarea Beach,360,"Humacao, Puerto Rico",18.09253244674534,-65.79310748,https://www.airbnb.com/rooms/41993795
#6 Atlántico Azul Enjoy Balcony View,36,"Aguadilla  Pueblo, Puerto Rico",18.42319,-67.15337,https://www.airbnb.com/rooms/10872862
Retreat Studio at the Mountain #1,42,Puerto Rico,18.266,-65.68291,https://www.airbnb.com/rooms/50117272
Cozy/Modern Condado-San Juan Apt.,225,"San Juan, Puerto Rico",18.46,-66.079,https://www.airbnb.com/rooms/19120261
Awesome view apartment @ Isla Verde Beach 2/1/1,225,"Carolina, Puerto Rico",18.44374,-66.02498,https://www.airbnb.com/rooms/45788756
Old San Juan Apt. w/Oceanview in Historic Bldg,230,"San Juan, Puerto Rico",18.467,-66.117,https://www.airbnb.com/rooms/51585666
★ Remodeled Penthouse ★/ 8 min to Ocean Park Beach,232,"San Juan, Puerto Rico",18.45,-66.056,https://www.airbnb.com/rooms/51585670
Center of Old San Juan with Rooftop Garden,223,"Old San Juan, Puerto Rico",18.467,-66.116,https://www.airbnb.com/rooms/49598498
Casa Carmin (Close to ferry with Tesla Powerwall),224,"Vieques, Puerto Rico",18.14777,-65.44229,https://www.airbnb.com/rooms/52219289
Relaxing  4BD 3BATH Group Getaway Home in Dorado,230,"Dorado, Puerto Rico",18.47184,-66.27423,https://www.airbnb.com/rooms/15409488
3BR Penthouse in Island Paradise+Terrace,232,"Loíza, Puerto Rico",18.42321,-65.83984,https://www.airbnb.com/rooms/19784336
2 BR Oceanview Condo on the 15th floor! W/ parking,199,"Carolina, PR, Puerto Rico",18.44191,-66.02317,https://www.airbnb.com/rooms/7920806
"Beachfront Jewel at ESJ Mare, Isla Verde",199,"Carolina, Puerto Rico",18.44402,-66.01652,https://www.airbnb.com/rooms/39840760
BEST LOCATION EVER! OCEAN PARK APT/ TELEWORK READY,200,"San Juan, Puerto Rico",18.45402,-66.05512,https://www.airbnb.com/rooms/9458955
"AQUA MARE 201, VISTA al MAR Poblado Boquerón.",201,"Boquerón, Puerto Rico",18.02464,-67.17315,https://www.airbnb.com/rooms/43783446
Santorini Beach Cottage walk Poblado Boqueron,199,"Cabo Rojo, Puerto Rico",18.03047,-67.17255,https://www.airbnb.com/rooms/42178419
Historic Apt w/ 3BR Near La Fortaleza OSJ,196,"San Juan, Puerto Rico",18.46382,-66.11677,https://www.airbnb.com/rooms/41907383
At The Waves - Oceanfront - Upper 3 beds/3 baths,325,"Puerto Diablo, Vieques, Puerto Rico",18.1574,-65.43192,https://www.airbnb.com/rooms/19875109
Boho Beach Penthouse,205,"Loíza, Puerto Rico",18.424,-65.84,https://www.airbnb.com/rooms/811433006906739600
MARE 23 - BEACH Double 2 Q Beds w/Private POOL,205,"San Juan, Puerto Rico",18.45298,-66.05973,https://www.airbnb.com/rooms/23608568
Mi Cielito Borincano House with Private Pool,309,"Naguabo, Puerto Rico",18.19542,-65.7125,https://www.airbnb.com/rooms/47934785
"Paradise Beachfront Villa 1B, sleeps 5, hot tubs",239,"Cabo Rojo, Puerto Rico",18.1443,-67.17876,https://www.airbnb.com/rooms/51518950
Crescent Cove | Aquarius,325,"Humacao, Puerto Rico",18.09022,-65.79573,https://www.airbnb.com/rooms/50151287
Fun Playa Córcega Beach Family Getaway,266,"Rincón, Puerto Rico",18.31105,-67.24107,https://www.airbnb.com/rooms/3037670
Crescent Beach | Crystal,350,"Humacao, Puerto Rico",18.09,-65.793,https://www.airbnb.com/rooms/40919106
"Surf Side, Private Salt Water Pool, Ocean View",260,"Vieques, Puerto Rico",18.155,-65.443,https://www.airbnb.com/rooms/37447061
#4 Atlántico Azul Excellent location!,35,"Aguadilla  Pueblo, Puerto Rico",18.42331,-67.15402,https://www.airbnb.com/rooms/10869727
Condo in Isla Verde/2 Min walk to beach,206,"Carolina, Puerto Rico",18.43999,-66.01778,https://www.airbnb.com/rooms/53149248
Apto 3D - Flamenco Beachfront Villas New Kitchen,314,"Flamenco, Culebra, Puerto Rico",18.32763,-65.3154,https://www.airbnb.com/rooms/47955309
"Beautiful Beach Apartment at Sandy Beach, Rincon",229,"Rincon, Rincón, Puerto Rico",18.369,-67.258,https://www.airbnb.com/rooms/27935782
Condo Nappa San Juan,224,"Carolina, Puerto Rico",18.443,-66.022,https://www.airbnb.com/rooms/26954425
"Isabela Sofia
/Airport BQN/Beach",36,"Jobos, Isabela, Puerto Rico, Puerto Rico",18.49167,-67.07128,https://www.airbnb.com/rooms/50246978
Explore Puerto Rico with Vive La Van - VAN-GOGH,230,"San Juan, Puerto Rico",18.45125,-66.05031,https://www.airbnb.com/rooms/47886976
Aquatika Beachfront Penthouse,225,"Loiza, Puerto Rico",18.4311,-65.84035,https://www.airbnb.com/rooms/16330415
Wyndham Rio Mar Beach (Margaritaville) studio,229,"Rio Grande, Río Grande, Puerto Rico",18.3891,-65.75526,https://www.airbnb.com/rooms/6573629
"Your Caribbean home: stylish space, stunning views",360,"Candelero Abajo, Humacao, Puerto Rico",18.08968,-65.80065,https://www.airbnb.com/rooms/52818513
Punta del Mar Village  C10,350,"Rincon, Puerto Rico",18.37181,-67.24738,https://www.airbnb.com/rooms/7456666
Enjoy This Awesome Ocean View,259,"Carolina, Puerto Rico",18.44234,-66.02548,https://www.airbnb.com/rooms/47463027
BV233 - View from Heaven in a remodeled condo,275,"Humacao, Puerto Rico",18.08684,-65.79504,https://www.airbnb.com/rooms/29592378
Villa Santorini,199,"Cabo Rojo, Puerto Rico",18.099970150452357,-67.15962693,https://www.airbnb.com/rooms/928084333553790100
"""Puertas at El Quenepo- Zapote""",210,"Vieques, Puerto Rico",18.095,-65.472,https://www.airbnb.com/rooms/41426473
"Beachfront Apartment at Pools Beach Rincon ""Surf""",250,"Rincón, Puerto Rico",18.37021,-67.26108,https://www.airbnb.com/rooms/6952818
Beautiful Condo On The Beach,200,"Carolina, Puerto Rico",18.44188,-66.0235,https://www.airbnb.com/rooms/30654795
Ocean Front Villa 1 @ Ensenada,300,"Playa Sardinas II, Culebra, Puerto Rico",18.30104,-65.29123,https://www.airbnb.com/rooms/16984954
"Lujosa casa, costa este, piscina, playas (reserve)",209,"Ceiba, Fajardo, Puerto Rico",18.288,-65.647,https://www.airbnb.com/rooms/23964636
"Casa Clara, large, private backyard.",325,"Aguada, Rincón, Puerto Rico",18.34559,-67.25915,https://www.airbnb.com/rooms/51251266
The Spanglish Rooftop Garden Modern Historical,219,"Old San Juan, Puerto Rico",18.467,-66.116,https://www.airbnb.com/rooms/50037560
Chango's Nest,309,"Culebra, Puerto Rico",18.31253,-65.31153,https://www.airbnb.com/rooms/28465488
Penthouse Across the Street from the Beach- 3 bdr,296,"Rincon, Rincón, Puerto Rico",18.342,-67.255,https://www.airbnb.com/rooms/50343115
"Private pool, relaxing yard and steps to the beach",298,"Vieques, Puerto Rico",18.15862,-65.43269,https://www.airbnb.com/rooms/19532437
Tropical Sunset Penthouse,215,"Boquerón, Cabo Rojo, Puerto Rico",17.98084,-67.21083,https://www.airbnb.com/rooms/48091216
Garden Resort View,220,"Puerto Real, Vieques, Puerto Rico",18.095,-65.486,https://www.airbnb.com/rooms/41113242
Chalet ParadiseVacation Home/Wifi/TV with 2000 Ch.,203,"Gurabo, Puerto Rico",18.26844,-65.96687,https://www.airbnb.com/rooms/30688456
"Playa Escondida
- Oceanfront Paradise -",210,"Arecibo, Puerto Rico",18.49073,-66.63761,https://www.airbnb.com/rooms/44596777
Puertas Del Mar Beach Front Beach House,250,"Cabo Rojo, Puerto Rico",18.11235,-67.18204,https://www.airbnb.com/rooms/51089676
��LoveShack💗 Rincón 🇵🇷,207,"Rincón, Puerto Rico",18.36674,-67.26209,https://www.airbnb.com/rooms/761969
Lux home. w/ pvt pool near ferry,211,"Ceiba, Puerto Rico",18.26841635,-65.63847023,https://www.airbnb.com/rooms/39405055
Ksa Mía Apartment Downtown with prívate dock,239,"Culebra, Puerto Rico",18.30126,-65.3014,https://www.airbnb.com/rooms/43986978
Endless Summer Vacation Home,225,"Dorado, Puerto Rico",18.47696,-66.27335,https://www.airbnb.com/rooms/47140844
Elegance in the East - Playa Azul Beach Front,221,"Luquillo, Puerto Rico",18.38394,-65.72165,https://www.airbnb.com/rooms/53715949
Aquatika A Cozy Paradise Wristbands Included,200,"Loiza, Puerto Rico",18.42387,-65.8392,https://www.airbnb.com/rooms/47978418
"Casa Miramar near Sandy Beach,Pool,Gorgeous Views",209,"Rincon, Rincón, Puerto Rico",18.361,-67.253,https://www.airbnb.com/rooms/36029092
Babu Village at La Parguera every moment matters!,250,"Lajas, Puerto Rico",17.98006,-67.06395,https://www.airbnb.com/rooms/48030776
"Condado San Juan / Beach,Touristic & Business Area",223,"San Juan, Puerto Rico",18.455,-66.067,https://www.airbnb.com/rooms/52704568
Beach Walk at Puerto Bahia #30,291,"Rincon, Puerto Rico",18.34599,-67.25907,https://www.airbnb.com/rooms/32686404
Tamboo Family Patio Studio 2(Beach Access on Site),230,"Rincon, Rincón, Puerto Rico",18.37121,-67.25776,https://www.airbnb.com/rooms/52825015
My Dream Vacation Aquátika Penthouse,228,"Vieques, Loíza, Puerto Rico",18.4257,-65.84052,https://www.airbnb.com/rooms/51585812
Rio Mar on the Beach * Resort* OceanView Suite,237,"Río Grande, Puerto Rico",18.38983,-65.75772,https://www.airbnb.com/rooms/46531494
"""Casa Sunset"" ON PRIVATE BEACH w PRIVATE POOL!!!",265,"Rincon, Barrero, Puerto Rico",18.30655,-67.22758,https://www.airbnb.com/rooms/42696775
Suite32(Con Balcón),231,"San Juan, Puerto Rico",18.46655,-66.11384,https://www.airbnb.com/rooms/44850358
Ocean View Villa and Private Club,239,"Fajardo, Puerto Rico",18.34414,-65.63785,https://www.airbnb.com/rooms/52216122
"Location, Location, Location with Pool",257,"Vieques, Puerto Rico",18.09895,-65.47743,https://www.airbnb.com/rooms/34152700
BUENA VIBRA HOUSE with pool,226,"Rincon, Rincón, Puerto Rico",18.31887,-67.24089,https://www.airbnb.com/rooms/49731016
"Romantic Beach Front, Palmas Del Mar",225,"Palmas Del Mar, Humacao, Puerto Rico",18.08996,-65.79578,https://www.airbnb.com/rooms/4624664
"Casita 1 room, balcony, kitchen,bathroom & living",225,"Fajardo, Puerto Rico",18.356,-65.629,https://www.airbnb.com/rooms/52133015
Nautical Dream,226,"Loíza, Puerto Rico",18.45483,-65.98506,https://www.airbnb.com/rooms/7109934
Balcony-3br-2bth-Isla Vrde-Sleeps 9- walk to Beach,225,"Carolina, Puerto Rico",18.44288,-66.02919,https://www.airbnb.com/rooms/52585607
"Spectacular 3BR hillside villa, pool, privacy",229,"Florida, Vieques, Puerto Rico, Vieques, Puerto Rico",18.12977,-65.4496,https://www.airbnb.com/rooms/47312746
""" Executive & Unique"" 3 Bedrooms Apartment",291,"Carolina, Puerto Rico",18.44246,-66.02178,https://www.airbnb.com/rooms/38552559
Dinghy Dock Apartment on the Water!,199,"Culebra, Puerto Rico",18.30234,-65.2983,https://www.airbnb.com/rooms/12092860
EL INDUSTRIAL HOTEL BOUTIQUE-APARTMENT Old SJ,225,"San Juan, Puerto Rico",18.46444,-66.11428,https://www.airbnb.com/rooms/44028078
La Casona at Lejos - La Uno,289,"Vieques, Puerto Rico",18.12683,-65.49387,https://www.airbnb.com/rooms/53629877
"Oceanfront 3 BR, steps to beautiful sandy beach!",255,"Vieques, Puerto Rico",18.1579,-65.42343,https://www.airbnb.com/rooms/9877169
Ocean Breeze Apartment 3bd/2bath,275,"San Juan, Puerto Rico",18.453,-66.055,https://www.airbnb.com/rooms/35800221
Haudimar PH Beachfront Apt 4BR/3Bath,250,"Isabela, Puerto Rico",18.51351,-67.08705,https://www.airbnb.com/rooms/50812649
Private & Tropical Oceanview Penthouse,205,"Borinquen, Aguadilla, Puerto Rico",18.45414,-67.15925,https://www.airbnb.com/rooms/47532132
Luxurious Golf & Tennis Villa in Wyndham Resort,270,"Río Grande, Puerto Rico",18.38839,-65.75586,https://www.airbnb.com/rooms/16079134
Beautiful Beach Front 3BR - Luquillo Casa Maruja,243,"Luquillo, Puerto Rico",18.38127,-65.71535,https://www.airbnb.com/rooms/47765875
La Casona at Lejos - La Dos,269,"Vieques, Puerto Rico",18.12566,-65.49309,https://www.airbnb.com/rooms/53675586
Stunning Penthouse @the❤of OSJ,260,"San Juan, Puerto Rico",18.4664,-66.11752,https://www.airbnb.com/rooms/16725584
Isle Be Back.  Private Pool. Walk to Beach.,275,"Vieques, Puerto Rico",18.156,-65.437,https://www.airbnb.com/rooms/42565695
Rooftop Pool in San Juan’s Heart | Free Parking,231,"SAN JUAN, PUERTO RICO, Puerto Rico",18.44394,-66.06472,https://www.airbnb.com/rooms/37765500
Villa Mareu,290,"Cabo Rojo, Puerto Rico",18.13688,-67.18694,https://www.airbnb.com/rooms/49572898
Casa del Capitán,225,"Aguadilla Pueblo, Aguadilla, Puerto Rico",18.43486,-67.15555,https://www.airbnb.com/rooms/32584772
Virgen del Carmen Beach House,221,"Aguadilla, Puerto Rico",18.43857,-67.15555,https://www.airbnb.com/rooms/43654803
"bhSteps to Beach, Fab View, Duplex P/house-8 Pers",198,"Humacao, Puerto Rico",18.08807,-65.79715,https://www.airbnb.com/rooms/48620473
"Ocean Park Lovely Apt, Full AC, HSWiFi Condado PR",199,"San Juan, Puerto Rico",18.45135,-66.06072,https://www.airbnb.com/rooms/25111902
Residencia Secreto de Abuela,218,"Juncos, Puerto Rico",18.22271,-65.94119,https://www.airbnb.com/rooms/40306502
Aquatika Real Beach Front Gden Apt,214,"Loiza , PR, Puerto Rico",18.43069,-65.83937,https://www.airbnb.com/rooms/16836466
Crescent Beach | Oceanside Pearl,199,"Candelero Abajo, Humacao, Puerto Rico",18.09,-65.799,https://www.airbnb.com/rooms/46726162
Villa Akuarela,213,"Dorado, Puerto Rico, United States",18.47684,-66.27245,https://www.airbnb.com/rooms/39464660
"Unknot, Relax and enjoy the View",199,"Luquillo, Puerto Rico",18.37481,-65.71441,https://www.airbnb.com/rooms/17416014
Two Bedroom Apt. few Steps from Beach,198,"Ocean Park, San Juan, Puerto Rico",18.454,-66.056,https://www.airbnb.com/rooms/1343145
Prime Location at Condado Beach 3br 2ba,274,"San Juan, Puerto Rico",18.454,-66.075,https://www.airbnb.com/rooms/1983426
Oceanfront home near Rincon w/private beach access,280,"Aguada, Puerto Rico",18.37691,-67.22819,https://www.airbnb.com/rooms/44551426
At The Waves - Ocean Front Villa 1 bed/1 bath unit,210,"Vieques, Puerto Rico",18.15879,-65.43202,https://www.airbnb.com/rooms/19717926
Coconut Palm (2 bed 1 bath) @ OVP with pool,216,"Rincon, Rincón, Puerto Rico",18.37003,-67.25904,https://www.airbnb.com/rooms/40137594
Casita Palmas,275,"Isabela, San Juan, Puerto Rico",18.506,-67.072,https://www.airbnb.com/rooms/37754813
Relaxing Puerto Rico Beachfront Condo,213,"Manatí, Puerto Rico",18.47087,-66.4836,https://www.airbnb.com/rooms/20459585
Beautiful Beach Vacation House,197,"Dorado, Puerto Rico",18.47183,-66.26948,https://www.airbnb.com/rooms/19790167
Bellamar - Upper Level  near Isla Verde Beach,226,"Carolina, Puerto Rico",18.44408,-66.02765,https://www.airbnb.com/rooms/40553676
Apt. 1A: Relax at the Living Ivy House (2 baths),233,"San Juan, Puerto Rico",18.45236,-66.06553,https://www.airbnb.com/rooms/21645628
Beachfront w/pool-Vista Del Mar y Sol unit 105,240,"Rincón, Puerto Rico",18.34376,-67.2613,https://www.airbnb.com/rooms/39052604
Surfer-Hip Family Friendly Home - Casa Alegre,198,"San Juan, Puerto Rico",18.45193,-66.06472,https://www.airbnb.com/rooms/30267517
Isla Verde Beach Front Large 1 Bedroom Coral Beach,213,"Carolina, Puerto Rico",18.443,-66.021,https://www.airbnb.com/rooms/44195036
"Margaritaville Rio Mar Resort, Ocean View Studio",220,"Río Grande, Puerto Rico",18.388,-65.755,https://www.airbnb.com/rooms/22763251
Amazing Beachfront -WiFi Condo Mar Chiquita,214,"Mar Chiquita Manatí, Puerto Rico",18.47261,-66.48526,https://www.airbnb.com/rooms/7679436
Lovely modern 3 bedroom with 2 baths/parking,210,"Dorado, Puerto Rico",18.45913,-66.26225,https://www.airbnb.com/rooms/54217338
Gorgeous beachfront condo 2bdr 2bth,220,"Humacao, Puerto Rico",18.09052,-65.79404,https://www.airbnb.com/rooms/4859677
Despacito Condo: 2 Bedroom/2 Bath Condado Beach,199,"San Juan, Puerto Rico",18.45396,-66.064,https://www.airbnb.com/rooms/206501
Villa Yemaya,225,"Añasco, Puerto Rico",18.32,-67.152,https://www.airbnb.com/rooms/40649658
3 Bedrooms PH,211,"San Juan, Puerto Rico",18.464,-66.118,https://www.airbnb.com/rooms/49980287
Seaside Villa with private yard and pool,231,"Guaynabo, Puerto Rico",18.4345,-66.1094,https://www.airbnb.com/rooms/42493489
Casa Elaine Beach House☀️  Poblado Boquerón,299,"Boquerón, Cabo Rojo, Puerto Rico",18.02526,-67.17154,https://www.airbnb.com/rooms/53841752
Casa Azul at the heart of Old San Juan,250,"San Juan, Puerto Rico",18.46764,-66.11228,https://www.airbnb.com/rooms/52440105
"Casita Cerromar,  Rural and Private with Big Views",290,"Vieques, Puerto Rico",18.09949,-65.4874,https://www.airbnb.com/rooms/26914868
The New Caribbean Paradise,329,"Fajardo, Puerto Rico",18.344,-65.638,https://www.airbnb.com/rooms/51735330
Villa Camila - Oceanfront - 4 guests,334,"Stella, Rincón, Puerto Rico",18.32119,-67.2486,https://www.airbnb.com/rooms/16598134
IN RiNCON-Casa Playa II -Best beach for Swimming,250,"Aguada, Rincón, Puerto Rico",18.326,-67.25,https://www.airbnb.com/rooms/30085437
Mountain View Amazing Villa@Wyndham beach resort,260,"Mameyes II, Río Grande, Puerto Rico",18.38842,-65.76399,https://www.airbnb.com/rooms/37019387
Casa Arasibo- House with private pool in Arecibo,196,"Arecibo, Puerto Rico",18.44152,-66.74072,https://www.airbnb.com/rooms/51799132
Spacious 4 br/2 ba in Esperanza with pool!,315,"Vieques, Puerto Rico",18.09998,-65.47702,https://www.airbnb.com/rooms/53839593
"Casa Playa I, Rincon-Beachfront! Full AC",250,"Aguada, Rincón, Puerto Rico",18.32692,-67.24854,https://www.airbnb.com/rooms/22585589
Landing View 204 with private rooftop terrace,222,"Rincón, Puerto Rico",18.371,-67.252,https://www.airbnb.com/rooms/2422782
Marbella at Palmas del Mar Outstanding Condo,229,"Humacao, Puerto Rico",18.09618,-65.79032,https://www.airbnb.com/rooms/45497333
Breeze House - Unit #1 - Penthouse,225,"Rincón, Puerto Rico",18.341,-67.231,https://www.airbnb.com/rooms/32871486
"98 Crescent Cove at Palmas del Mar, PR",249,"Humacao, Puerto Rico",18.091,-65.793,https://www.airbnb.com/rooms/31960982
Beachfront and Yes Pool is open!,279,"Carolina, Puerto Rico",18.44283,-66.02041,https://www.airbnb.com/rooms/23478167
Spacious 3 Bedroom Colonial Apt.,329,"San Juan, Puerto Rico",18.467,-66.116,https://www.airbnb.com/rooms/4474982
Villa 9 Flamenco Beachfront Villas New Kitchen,206,"Flamenco, Culebra, Puerto Rico",18.32933,-65.31496,https://www.airbnb.com/rooms/49539092
Art Inspired Apt Besides Governors Mansion in OSJ,214,"San Juan, Puerto Rico",18.46405,-66.1186,https://www.airbnb.com/rooms/48851490
Beautiful Rooftop Terrace by Sandy Beach,217,"Barrio Puntas, Rincón, PR, Puerto Rico",18.371,-67.252,https://www.airbnb.com/rooms/47927582
La Buena Vida Oceanside Beach House; The Good Life,266,"Vieques, Puerto Rico",18.15747,-65.43785,https://www.airbnb.com/rooms/38846000
Artsy House - Great location - Parking included!,200,"San Juan, Puerto Rico",18.467,-66.116,https://www.airbnb.com/rooms/41281005
Relax in style: 3BR Humacao condo w/ rooftop oasis,211,"Palmas del Mar, Humacao, Puerto Rico",18.08139,-65.80382,https://www.airbnb.com/rooms/47788072
Luxurious relaxing beach apartment,282,"San Juan, Puerto Rico",18.45514,-66.07472,https://www.airbnb.com/rooms/3885023
Villa Amanecer - Private Pool at Palmas Del Mar,305,"Humacao, Puerto Rico",18.08338,-65.80029,https://www.airbnb.com/rooms/47755236
"Amazing View, Palmas Del Mar",295,"Palmas Del Mar , Humacao, Puerto Rico",18.08829,-65.79761,https://www.airbnb.com/rooms/15821332
Boquerón MiCasaSuCasa Villa w pool,317,"Cabo Rojo, Puerto Rico",18.07378,-67.14986,https://www.airbnb.com/rooms/48186703
Colonial Room | The Gallery Inn,237,"San Juan, Puerto Rico",18.4686,-66.1164,https://www.airbnb.com/rooms/48238813
Casa Ladera Casita- Tropical Beach Experience!,250,"Vieques, Puerto Rico",18.14599,-65.45296,https://www.airbnb.com/rooms/52338554
Casona Histórica: Piscina/Cacao tour/Bosque/Museo,350,Puerto Rico,18.37051,-67.18709,https://www.airbnb.com/rooms/28466446
Family Suite | The Gallery Inn,355,"San Juan, Puerto Rico",18.46744,-66.11601,https://www.airbnb.com/rooms/13445733
Ocean View Chalet Sunny Dream,203,"Vieques, Puerto Rico",18.1537,-65.432,https://www.airbnb.com/rooms/17238673
"Sea Glass Villa at Punta del Mar, Rincón",230,"Rincón, Puerto Rico",18.33964,-67.25071,https://www.airbnb.com/rooms/33404751
Garden condo with private access to beach.,225,"Zarzal, Río Grande, Puerto Rico",18.39682,-65.77064,https://www.airbnb.com/rooms/35315503
Luxury Retreat Mar Caribe /POOL / Steps to BEACH,200,"Carolina, Puerto Rico",18.44319,-66.01521,https://www.airbnb.com/rooms/45491212
Hidden Paradise Oceanfront Villa,234,"Dorado, Puerto Rico",18.47661,-66.27512,https://www.airbnb.com/rooms/23410492
Affordable Luxury Townhouse,225,"Rincón, Puerto Rico",18.32687,-67.24845,https://www.airbnb.com/rooms/2979041
"Casa Nikitas 2, Ocean front ground floor!",240,"Vieques, Puerto Rico",18.1575,-65.43402,https://www.airbnb.com/rooms/17607745
5580 Casitas in Fajardo 2 Bed 2 Bath Ocean Front,385,"Fajardo, Puerto Rico",18.35333,-65.62848,https://www.airbnb.com/rooms/48166937
Crescent Beach | Diamond,350,"Humacao, Puerto Rico",18.091,-65.794,https://www.airbnb.com/rooms/41235355
Entire Residential .Cobito Beach House .El Combate,236,"Boquerón, Cabo Rojo, Puerto Rico",17.983,-67.214,https://www.airbnb.com/rooms/52650927
